"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"273","RT @arnabch01: ""Markets can remain irrational longer than you can remain solvent"" John Maynard Keynes #investor #VC #PE #AI #BigData #Found…",FALSE,0,NA,2017-08-05 03:45:34,FALSE,NA,"893679346363191296",NA,"<a href=""http://misukou.wjg.jp/mscpro/"" rel=""nofollow"">Many Stars Creator Pro</a>","we152d6l6h16",95,TRUE,FALSE,NA,NA,"","ja","http://pbs.twimg.com/profile_images/892213907766497280/gDm7GE8S_normal.jpg"
"274","RT @arnabch01: ""Markets can remain irrational longer than you can remain solvent"" John Maynard Keynes #investor #VC #PE #AI #BigData #Found…",FALSE,0,NA,2017-08-05 03:45:33,FALSE,NA,"893679342965764096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arnabch01",95,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/743824651155955713/UnJnr0fz_normal.jpg"
"275","RT @arnabch01: #VC ovrspnding stretching #valuation in #AI #BigData #digital #startups #investors #CEO #CFO https://t.co/yAetjexmiR https:/…",FALSE,0,NA,2017-08-05 03:45:24,FALSE,NA,"893679303581249536",NA,"<a href=""http://misukou.wjg.jp/mscpro/"" rel=""nofollow"">Many Stars Creator Pro</a>","we152d6l6h16",151,TRUE,FALSE,NA,NA,"","ja","http://pbs.twimg.com/profile_images/892213907766497280/gDm7GE8S_normal.jpg"
"276","RT @arnabch01: #VC ovrspnding stretching #valuation in #AI #BigData #digital #startups #investors #CEO #CFO https://t.co/yAetjexmiR https:/…",FALSE,0,NA,2017-08-05 03:45:23,FALSE,NA,"893679300506931200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arnabch01",151,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/743824651155955713/UnJnr0fz_normal.jpg"
"277","RT @DeepLearn007: How #BMW Uses Artificial Intelligence &amp; #BigData To Design &amp; Build Cars Of Tomorrow #AI #MachineLearning #ML #tech https:…",FALSE,0,NA,2017-08-05 03:45:20,FALSE,NA,"893679285491445764",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EncycloAgora",147,TRUE,FALSE,NA,NA,"Québec","fr","http://pbs.twimg.com/profile_images/777258693578620932/9fs_9EeB_normal.jpg"
"278","RT @arnabch01: #CEO #CFO #founder #AI #ML #SocialMedia #medtech #bigdata #genomics #robotics #cloud #startup #SMB beware of irrational valu…",FALSE,0,NA,2017-08-05 03:45:14,FALSE,NA,"893679263215263744",NA,"<a href=""http://misukou.wjg.jp/mscpro/"" rel=""nofollow"">Many Stars Creator Pro</a>","we152d6l6h16",155,TRUE,FALSE,NA,NA,"","ja","http://pbs.twimg.com/profile_images/892213907766497280/gDm7GE8S_normal.jpg"
"279","RT @arnabch01: #CEO #CFO #founder #AI #ML #SocialMedia #medtech #bigdata #genomics #robotics #cloud #startup #SMB beware of irrational valu…",FALSE,0,NA,2017-08-05 03:45:13,FALSE,NA,"893679258979123200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arnabch01",155,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/743824651155955713/UnJnr0fz_normal.jpg"
"280","Slight Street Sign Modifications Can Completely Fool Machine Learning Algorithms #machinelearning #bigdata #ai https://t.co/wLebDpJtJj",FALSE,0,NA,2017-08-05 03:45:10,FALSE,NA,"893679246719287297",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Atheek_Ahamath",2,FALSE,FALSE,NA,NA,"Colombo Sri Lanka","en","http://pbs.twimg.com/profile_images/712623832704507904/O519DOTm_normal.jpg"
"281","RT @andi_staub: #IBMwatson #IoT and Its Integration with #Blockchain

#AI #ML #DeepLearning #bigdata #fintech #Insurtech 
https://t.co/bmrY…",FALSE,0,NA,2017-08-05 03:45:07,FALSE,NA,"893679232789999616",NA,"<a href=""https://twitter.com/cheerinsurtech"" rel=""nofollow"">insurtech</a>","cheerinsurtech",8,TRUE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/739973874138419201/njWeJ5BE_normal.jpg"
"282","RT @arnabch01: #founder of #AI #BigData #fintech #insurtech #robotics #digital #IoT #startup #SMB try +ve #EBIDTA asap #investors https://t…",FALSE,0,NA,2017-08-05 03:45:05,FALSE,NA,"893679223868502016",NA,"<a href=""http://misukou.wjg.jp/mscpro/"" rel=""nofollow"">Many Stars Creator Pro</a>","we152d6l6h16",309,TRUE,FALSE,NA,NA,"","ja","http://pbs.twimg.com/profile_images/892213907766497280/gDm7GE8S_normal.jpg"
"283","RT @techjunkiejh: Microsoft boasts its cloudy Hadoop big data mill's faster than yours https://t.co/NOSZafuTtG #bigdata #datascience #hadoo…",FALSE,0,NA,2017-08-05 03:45:04,FALSE,NA,"893679219959635969",NA,"<a href=""http://127.0.0.1"" rel=""nofollow"">Big Data news flow</a>","big_data_flow",11,TRUE,FALSE,NA,NA,"Paris, Ile-de-France","fr","http://pbs.twimg.com/profile_images/733901283279708160/9_pvKhgH_normal.jpg"
"284","RT @arnabch01: #founder of #AI #BigData #fintech #insurtech #robotics #digital #IoT #startup #SMB try +ve #EBIDTA asap #investors https://t…",FALSE,0,NA,2017-08-05 03:45:04,FALSE,NA,"893679219783254016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arnabch01",309,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/743824651155955713/UnJnr0fz_normal.jpg"
"285","RT @gp_pulipaka: A Gentle Introduction To Neural Networks Series<U+200A>—<U+200A>Part 1. #BigData #DeepLearning #MachineLearning #DataScience #AI
https:/…",FALSE,0,NA,2017-08-05 03:45:03,FALSE,NA,"893679217958957056",NA,"<a href=""http://127.0.0.1"" rel=""nofollow"">Big Data news flow</a>","big_data_flow",13,TRUE,FALSE,NA,NA,"Paris, Ile-de-France","fr","http://pbs.twimg.com/profile_images/733901283279708160/9_pvKhgH_normal.jpg"
"286","RT @KirkDBorne: The Neural Network Backpropagation #algorithm in one picture: https://t.co/OZ5kAxJq9C #abdsc #ML #BigData #DataScience #AI…",FALSE,0,NA,2017-08-05 03:45:03,FALSE,NA,"893679214465097728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qrinnah",11,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/615783232894709761/IxjtKFnI_normal.jpg"
"287","RT @adryenn: Looking at these stats, what do you make of them? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094> 
#tech #science #bigdata #mobile... by #StartupsBeat https://t.co/u8xrLZM…",FALSE,0,NA,2017-08-05 03:45:02,FALSE,NA,"893679212183392261",NA,"<a href=""https://utar.co"" rel=""nofollow"">retweetbotutar</a>","UtarSystems",4,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/845922486810296320/QN215K3M_normal.jpg"
"288","RT @claus_nagel: Odomzgvt thanx for following and I wish a good discussion on #digitaltransformation #Bigdata #ehealth and #management",FALSE,0,NA,2017-08-05 03:45:01,FALSE,NA,"893679206139408384",NA,"<a href=""http://semanticearth.com"" rel=""nofollow"">Information Service Provider9</a>","Genetic_kn",4,TRUE,FALSE,NA,NA,"Global","en","http://pbs.twimg.com/profile_images/879921081586507778/CmWH8myN_normal.jpg"
"289","RT @arnabch01: #AI #BigData #Iot #SocialMedia may grtly increase loneliness #stress #millenials #Babyboomer pursue #art #yoga #music #hobbi…",FALSE,0,NA,2017-08-05 03:44:59,FALSE,NA,"893679198627180544",NA,"<a href=""http://misukou.wjg.jp/mscpro/"" rel=""nofollow"">Many Stars Creator Pro</a>","we152d6l6h16",117,TRUE,FALSE,NA,NA,"","ja","http://pbs.twimg.com/profile_images/892213907766497280/gDm7GE8S_normal.jpg"
"290","RT @arnabch01: #AI #BigData #Iot #SocialMedia may grtly increase loneliness #stress #millenials #Babyboomer pursue #art #yoga #music #hobbi…",FALSE,0,NA,2017-08-05 03:44:57,FALSE,NA,"893679192507727873",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arnabch01",117,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/743824651155955713/UnJnr0fz_normal.jpg"
"291","RT @KirkDBorne: Top 12 #MachineLearning #Algorithms for #DataScientists : https://t.co/bdIaJPc59I #abdsc #BigData #DataScience #DeepLearnin…",FALSE,0,NA,2017-08-05 03:44:45,FALSE,NA,"893679139584184320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pattnaik_amit",130,TRUE,FALSE,NA,NA,"Pune","en","http://pbs.twimg.com/profile_images/626471900097589248/qZwaKjp8_normal.jpg"
"292","RT @adryenn: Looking at these stats, what do you make of them? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094> 
#tech #science #bigdata #mobile... by #StartupsBeat https://t.co/u8xrLZM…",FALSE,0,NA,2017-08-05 03:44:31,FALSE,NA,"893679080029245440",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",4,TRUE,FALSE,NA,NA,"Santiago, Chile","en","http://pbs.twimg.com/profile_images/477167045772312577/3q1ssMVN_normal.jpeg"
"293","the more data insurance companies gather, the more likely people will be denied coverage for potentials
https://t.co/i8o24aclvW #BigData #AI",FALSE,0,NA,2017-08-05 03:44:25,FALSE,NA,"893679058671874048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nabilbeit",0,FALSE,FALSE,NA,NA,"Montreal","en","http://pbs.twimg.com/profile_images/64199178/IMG_8936_normal.jpg"
"294","#MachineLearning Types
#ML
#AI
#BigData
#Analytics
#DataScience
#datalake
#bigdata
#defstar5
#CMO
#CEO
<U+2764>RT https://t.co/h9oFmeF2C2",FALSE,0,NA,2017-08-05 03:44:16,FALSE,NA,"893679017177624579",NA,"<a href=""http://www.abc.com"" rel=""nofollow"">app2 created 4 ITSIN on Sociboom</a>","MachinesLearnIT",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/868101574010085376/v3u1Pp-v_normal.jpg"
"295","RT @adryenn: Looking at these stats, what do you make of them? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094> 
#tech #science #bigdata #mobile... by #StartupsBeat https://t.co/u8xrLZM…",FALSE,0,NA,2017-08-05 03:44:09,FALSE,NA,"893678987834216448",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",4,TRUE,FALSE,NA,NA,"Online","es","http://pbs.twimg.com/profile_images/1164716874/favicon-triada-azul_normal.png"
"296","Looking at these stats, what do you make of them? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094> 
#tech #science #bigdata #mobile... by #StartupsBeat https://t.co/u8xrLZM8M8",FALSE,2,NA,2017-08-05 03:44:08,FALSE,NA,"893678983266611200",NA,"<a href=""http://convey.pro"" rel=""nofollow"">Convey: Make it post for you</a>","adryenn",4,FALSE,FALSE,NA,NA,"Wherever I am, it's a party!","en","http://pbs.twimg.com/profile_images/672616199348346881/DwZSNmd__normal.png"
"297","RT @KirkDBorne: Automated #MachineLearning for #DataScientists: one-click ""Data-in / Model-out"" https://t.co/6L5QsFLGY9 #abdsc #BigData #Da…",FALSE,0,NA,2017-08-05 03:44:01,FALSE,NA,"893678957870157824",NA,"<a href=""http://a.ab"" rel=""nofollow"">APP 4 TWOOLS @MachinesLearnIT</a>","MachinesLearnIT",9,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/868101574010085376/v3u1Pp-v_normal.jpg"
"298","RT @fanishshukla: RT GDPRdigest: 10 Steps to #cybersecurity! #CyberAttack #ransomware #Malware #infosec #AI #ML #AR #VR #AI #bigdata… https…",FALSE,0,NA,2017-08-05 03:43:54,FALSE,NA,"893678926500962308",NA,"<a href=""https://ghostbin.com/"" rel=""nofollow"">OpDevSEcBot</a>","OpDevSec",2,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/893133548411944962/8lmLfk2i_normal.jpg"
"299","RT @chinmaysekhri: Enterprise Journey to Becoming #digital
#banking #CX #bigdata #blog #wordpress #seo #smm #chatbot #app #responsive #Star…",FALSE,0,NA,2017-08-05 03:43:51,FALSE,NA,"893678913771229185",NA,"<a href=""http://iot.com"" rel=""nofollow"">The IoT Center</a>","binaryloom",8,TRUE,FALSE,NA,NA,"Worldwide","en","http://pbs.twimg.com/profile_images/753551016847630337/1LBomLMg_normal.jpg"
"300","Big data al servizio dell’Enit: i mega trend dell’estate 2017 @lagenziaviaggi #turismo #bigdata  https://t.co/XFHdEB9izu",FALSE,1,NA,2017-08-05 03:43:49,FALSE,NA,"893678907643310080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ENIT_italia",1,FALSE,FALSE,NA,NA,"Rome, Lazio","it","http://pbs.twimg.com/profile_images/707844138914484224/-mfEhMgY_normal.jpg"
"301","RT @GDPRdigest: 10 Steps to #cybersecurity! #CyberAttack #ransomware #Malware #infosec #AI #ML #AR #VR #AI #bigdata #fintech #IoT #IIoT #da…",FALSE,0,NA,2017-08-05 03:43:42,FALSE,NA,"893678878048358401",NA,"<a href=""https://ghostbin.com/"" rel=""nofollow"">OpDevSEcBot</a>","OpDevSec",10,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/893133548411944962/8lmLfk2i_normal.jpg"
"302","RT @KirkDBorne: A Case Study in Machine-To-Machine #Analytics: https://t.co/a8sgqP2BcD #abdsc #M2M #IoT #ML #BigData #DataScience w/ @Fleet…",FALSE,0,NA,2017-08-05 03:43:40,FALSE,NA,"893678867839320064",NA,"<a href=""https://timelab.io"" rel=""nofollow"">BotIoTimelab</a>","IoTimelab",8,TRUE,FALSE,NA,NA,"Aix-en-Provence, France","fr","http://pbs.twimg.com/profile_images/869175261086060544/bjtJqwiM_normal.jpg"
"303","RT @Ronald_vanLoon: The Complete Beginners' Guide to Artificial Intelligence | #BigData #Artificialintelligence #RT https://t.co/2eYwHAtPqQ…",FALSE,0,NA,2017-08-05 03:43:25,FALSE,NA,"893678806015381506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PVANDERSCHELDE6",41,TRUE,FALSE,NA,NA,"THE WORLD ","fr","http://pbs.twimg.com/profile_images/862940112807759875/qLdL3v7P_normal.jpg"
"304","RT @ErkanAYAN2013: <ed><U+00A0><U+00BD><ed><U+00B4><U+009D>10 Milestones in History of #AI: 
#BigData #MachineLearning #IoT 
#Dataviz #Blockchain #fintech #ML #startups #deeplear…",FALSE,0,NA,2017-08-05 03:43:13,FALSE,NA,"893678756283510785",NA,"<a href=""http://backlink.blog/"" rel=""nofollow"">BacklinkBot</a>","_backlink_",15,TRUE,FALSE,NA,NA,"TheDigitalWorld","de","http://pbs.twimg.com/profile_images/801767166206996481/7_2ddmlN_normal.jpg"
"305","RT @ErkanAYAN2013: <ed><U+00A0><U+00BD><ed><U+00B4><U+009D>10 Milestones in History of #AI: 
#BigData #MachineLearning #IoT 
#Dataviz #Blockchain #fintech #ML #startups #deeplear…",FALSE,0,NA,2017-08-05 03:43:13,FALSE,NA,"893678753821241344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tausiqurkhan",15,TRUE,FALSE,NA,NA,"Dhaka","en","http://pbs.twimg.com/profile_images/890568435825901573/pDmAsdVj_normal.jpg"
"306","RT @techjunkiejh: Talend Big Data Sandbox: Applying Big Data Analytics to Clickstream Data https://t.co/qD5aEUpayD #hadoop #bigdata #datasc…",FALSE,0,NA,2017-08-05 03:43:10,FALSE,NA,"893678742056435718",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","shakamunyi",3,TRUE,FALSE,NA,NA,"San Francisco, CA","en","http://pbs.twimg.com/profile_images/598640478657978368/PgSHeCsJ_normal.jpg"
"307","RT @ErkanAYAN2013: #Future of #VR #AR &amp; #MR (#MixedReality) by @MikeQuindazzi
#BigData
#Cloud
#AI
#wearables
#DataScience
#machinelearning…",FALSE,0,NA,2017-08-05 03:43:06,FALSE,NA,"893678726466207744",NA,"<a href=""http://www.vmug.org.uk"" rel=""nofollow"">VMUG</a>","BDUGUK",14,TRUE,FALSE,NA,NA,"","en-gb","http://pbs.twimg.com/profile_images/509428354286489600/aR7eCDgL_normal.png"
"308","@chinmaysekhri: Enterprise Journey to Becoming #digital
#banking #CX #BigData #blog #wordpress #seo #smm #chatbot #app #responsive…",FALSE,1,"chinmaysekhri",2017-08-05 03:43:02,FALSE,NA,"893678706450866177","605302742","<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","dj_shaily",0,FALSE,FALSE,NA,NA,"-33.732737,150.927513","en","http://pbs.twimg.com/profile_images/1738758441/IMG_0812a_normal.jpg"
"309","RT @chinmaysekhri: Enterprise Journey to Becoming #digital
#banking #CX #bigdata #blog #wordpress #seo #smm #chatbot #app #responsive #Star…",FALSE,0,NA,2017-08-05 03:42:37,FALSE,NA,"893678602612506624",NA,"<a href=""http://www.thecontributors.org/"" rel=""nofollow"">AaliyahGodfreyw</a>","aaliyahgodfreyw",8,TRUE,FALSE,NA,NA,"Sydney","en","http://pbs.twimg.com/profile_images/613971352635092992/YhJqo04w_normal.jpg"
"310","RT @AristeguiOnline: ""Bots tratan de bloquear a @AristeguiOnline"", :#BigData con @CarlosPaezAgraz de @Mesurar #Video <ed><U+00A0><U+00BD><ed><U+00B3><U+00BD> en #Aristegui <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>  htt…",FALSE,0,NA,2017-08-05 03:42:19,FALSE,NA,"893678528352354305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CadenaPorfi",177,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/521375970012712961/wob3V1fq_normal.jpeg"
"311","RT @ErkanAYAN2013: <ed><U+00A0><U+00BD><ed><U+00B4><U+009D>10 Milestones in History of #AI: 
#BigData #MachineLearning #IoT 
#Dataviz #Blockchain #fintech #ML #startups #deeplear…",FALSE,0,NA,2017-08-05 03:41:58,FALSE,NA,"893678439575822336",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",15,TRUE,FALSE,NA,NA,"Santiago, Chile","en","http://pbs.twimg.com/profile_images/477167045772312577/3q1ssMVN_normal.jpeg"
"312","RT @andi_staub: #IBMwatson #IoT and Its Integration with #Blockchain

#AI #ML #DeepLearning #bigdata #fintech #Insurtech 
https://t.co/bmrY…",FALSE,0,NA,2017-08-05 03:41:49,FALSE,NA,"893678401835413504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sadia_kauser9",8,TRUE,FALSE,NA,NA,"Tampa, FL","en-gb","http://pbs.twimg.com/profile_images/837858086090125312/I5kXDVCs_normal.jpg"
"313","RT @mikedelgado: Roomba's Next Big Step Is Selling Maps of Your Home to the Highest Bidder
https://t.co/TwDnARjRWS #IoT #IoE #BigData #Clou…",FALSE,0,NA,2017-08-05 03:41:38,FALSE,NA,"893678357723873281",NA,"<a href=""https://timelab.io"" rel=""nofollow"">BotIoTimelab</a>","IoTimelab",3,TRUE,FALSE,NA,NA,"Aix-en-Provence, France","fr","http://pbs.twimg.com/profile_images/869175261086060544/bjtJqwiM_normal.jpg"
"314","RT @MikeQuindazzi: Top 5 #smartcities in 2017 from around the global. @raconteur {#IoT #IoE #Sensors #BigData #DataAnalytics} https://t.co/…",FALSE,0,NA,2017-08-05 03:41:37,FALSE,NA,"893678351981973506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sadia_kauser9",127,TRUE,FALSE,NA,NA,"Tampa, FL","en-gb","http://pbs.twimg.com/profile_images/837858086090125312/I5kXDVCs_normal.jpg"
"315","RT @techjunkiejh: Talend Big Data Sandbox: Applying Big Data Analytics to Clickstream Data https://t.co/qD5aEUpayD #hadoop #bigdata #datasc…",FALSE,0,NA,2017-08-05 03:41:35,FALSE,NA,"893678344201437185",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",3,TRUE,FALSE,NA,NA,"Santiago, Chile","en","http://pbs.twimg.com/profile_images/477167045772312577/3q1ssMVN_normal.jpeg"
"316","RT @techjunkiejh: Talend Big Data Sandbox: Applying Big Data Analytics to Clickstream Data https://t.co/qD5aEUpayD #hadoop #bigdata #datasc…",FALSE,0,NA,2017-08-05 03:41:27,FALSE,NA,"893678311381061632",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","DaveRubal",3,TRUE,FALSE,NA,NA,"Washington, DC Metro Area","en","http://pbs.twimg.com/profile_images/2966358588/dae7fd1d0e7c82d9e7fff331dcaa00bb_normal.jpeg"
"317","RT @ErkanAYAN2013: <ed><U+00A0><U+00BD><ed><U+00B4><U+009D>10 Milestones in History of #AI: 
#BigData #MachineLearning #IoT 
#Dataviz #Blockchain #fintech #ML #startups #deeplear…",FALSE,0,NA,2017-08-05 03:41:19,FALSE,NA,"893678276706803712",NA,"<a href=""https://www.kaggle.com/"" rel=""nofollow"">geekbot4</a>","hrabiaKent",15,TRUE,FALSE,NA,NA,"Lisbon, Portugal","en","http://pbs.twimg.com/profile_images/826914839247335428/arswmbry_normal.jpg"
"318","B4 u build anothr #MachineLearning #startup,<U+2935>read:
<U+2139>https://t.co/P2Xq1MeJVz
#BigData #DataScience #algorithms #AI… https://t.co/S2txdNi4w6",FALSE,1,NA,2017-08-05 03:41:14,TRUE,NA,"893678254024007680",NA,"<a href=""http://www.abc.com"" rel=""nofollow"">app2 created 4 ITSIN on Sociboom</a>","MachinesLearnIT",3,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/868101574010085376/v3u1Pp-v_normal.jpg"
"319","RT @chinmaysekhri: Enterprise Journey to Becoming #digital
#banking #CX #bigdata #blog #wordpress #seo #smm #chatbot #app #responsive #Star…",FALSE,0,NA,2017-08-05 03:41:09,FALSE,NA,"893678234491133953",NA,"<a href=""http://www.kaisercrazy.com"" rel=""nofollow"">Auto RT BoT</a>","autowprt",8,TRUE,FALSE,NA,NA,"","tr","http://pbs.twimg.com/profile_images/2298205436/1339403334_refresh_blue_normal.png"
"320","Rethinking classical approaches to #analysis &amp; #predictive #modeling [ #video ] https://t.co/mQynlJ7SsP #bigdata",FALSE,1,NA,2017-08-05 03:41:02,FALSE,NA,"893678206028582912",NA,"<a href=""http://pitch140x.com"" rel=""nofollow"">Pitch140x</a>","Pitch140x",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1576046442/pitch140x_sq_normal.png"
"321","RT @ErkanAYAN2013: <ed><U+00A0><U+00BD><ed><U+00B4><U+009D>10 Milestones in History of #AI: 
#BigData #MachineLearning #IoT 
#Dataviz #Blockchain #fintech #ML #startups #deeplear…",FALSE,0,NA,2017-08-05 03:41:01,FALSE,NA,"893678201549074432",NA,"<a href=""http://imagine-works.com"" rel=""nofollow"">Retweeter online</a>","imworksofficial",15,TRUE,FALSE,NA,NA,"Goa, India","en","http://pbs.twimg.com/profile_images/694507166414143489/6YJcyA9u_normal.png"
"322","RT @Get_SimpleData: Why writers are important for best internet marketing strategy?
#BigData #SMM #startups #DigitalMarketing #online #soci…",FALSE,0,NA,2017-08-05 03:40:42,FALSE,NA,"893678122805211136",NA,"<a href=""http://imagine-works.com"" rel=""nofollow"">Retweeter online</a>","imworksofficial",27,TRUE,FALSE,NA,NA,"Goa, India","en","http://pbs.twimg.com/profile_images/694507166414143489/6YJcyA9u_normal.png"
"323","RT @LeukertB: What is @SAPLeonardo? - https://t.co/TmPsTeIDW1 #digitalinnovation #DigitalTransformation #InternetOfThings #bigdata #Machine…",FALSE,0,NA,2017-08-05 03:40:34,FALSE,NA,"893678087912783873",NA,"<a href=""http://todoenpc.serveblog.net/"" rel=""nofollow"">TodoEnPC</a>","TodoenpcVE",43,TRUE,FALSE,NA,NA,"Caracas, Venezuela","en","http://pbs.twimg.com/profile_images/801512068293754881/v1TEXHtq_normal.jpg"
"324","RT @chinmaysekhri: Enterprise Journey to Becoming #digital
#banking #CX #bigdata #blog #wordpress #seo #smm #chatbot #app #responsive #Star…",FALSE,0,NA,2017-08-05 03:40:26,FALSE,NA,"893678055066976256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makeownpath",8,TRUE,FALSE,NA,NA,"Rajasthan, India","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"325","Applications to real world problems for #BigData and #MachineLearning. RT @ipfconline1 https://t.co/z5YnCEQPmB",FALSE,0,NA,2017-08-05 03:40:26,FALSE,NA,"893678054970544128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","govil_11",0,FALSE,FALSE,NA,NA,"Hyderabad, India","en","http://pbs.twimg.com/profile_images/886846975311618048/0lp3Ral6_normal.jpg"
"326","RT @Get_SimpleData: Why writers are important for best internet marketing strategy?
#BigData #SMM #startups #DigitalMarketing #online #soci…",FALSE,0,NA,2017-08-05 03:40:25,FALSE,NA,"893678049132109824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tausiqurkhan",27,TRUE,FALSE,NA,NA,"Dhaka","en","http://pbs.twimg.com/profile_images/890568435825901573/pDmAsdVj_normal.jpg"
"327","<ed><U+00A0><U+00BD><ed><U+00B4><U+009D>10 Milestones in History of #AI: 
#BigData #MachineLearning #IoT 
#Dataviz #Blockchain #fintech #ML #startups… https://t.co/0EbipZBD4Q",FALSE,7,NA,2017-08-05 03:40:11,TRUE,NA,"893677990613327873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErkanAYAN2013",15,FALSE,FALSE,NA,NA,"","tr","http://pbs.twimg.com/profile_images/886506163487072256/7CyfzKqD_normal.jpg"
"328","RT @chinmaysekhri: Think ""Big Data"": How Marketers Are Embracing The #BigData Opportunity - Myths &amp; Truth 
#DigitalMarketing #CX #Analytics…",FALSE,0,NA,2017-08-05 03:40:09,FALSE,NA,"893677984757850113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makeownpath",5,TRUE,FALSE,NA,NA,"Rajasthan, India","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"329","Talend Big Data Sandbox: Applying Big Data Analytics to Clickstream Data https://t.co/qD5aEUpayD #hadoop #bigdata… https://t.co/eyJkDJxRQl",FALSE,1,NA,2017-08-05 03:40:04,TRUE,NA,"893677963413143552",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","techjunkiejh",3,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/587160065536299009/9MBFPj6a_normal.png"
"330","RT @Deep_In_Depth: The SMACK stack https://t.co/kSjcvawKRH #TensorFlow #DataScience #BigData #Mesos #Spark #Akka #Cassandra #Kafka https://…",FALSE,0,NA,2017-08-05 03:40:03,FALSE,NA,"893677958052941824",NA,"<a href=""https://utar.co"" rel=""nofollow"">retweetbotutar</a>","UtarSystems",2,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/845922486810296320/QN215K3M_normal.jpg"
